Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
49866.0,827.088,300.9483716951476,202.14408768693573,1.5215397948481517,0.7638695817487547,49425.0,249.89076413953376,0.7038294867261253,0.988983658642394,0.9014598488065236,0.8035308713333849,0.0062085293750985,0.0016275915134058,0.646609400851276,0.9954502559243495,SIRA
40908.0,753.904,273.5432928986969,182.64274095651876,1.4357453544346743,0.735139877382689,41139.0,224.498847357812,0.7775361666603915,0.9880409527333578,0.912154868181818,0.838685825014968,0.0070642469134935,0.0017574070798847,0.6737641817756514,0.9963202548580062,SIRA
34295.0,765.634,259.9573468344544,174.27776934346724,1.2514082924791676,0.60652409639081,34403.0,207.35302329807624,0.7729181275368066,0.9891389088694629,0.935882378558096,0.8810989908651766,0.0074991424392525,0.0017143344231371,0.7933002735395888,0.9983229618263524,DERMASON
71740.0,1088.711,393.9221680703431,239.41487620242663,1.633202527883849,0.7813172758593876,72425.0,302.48756494752956,0.7956689356915507,0.9838132628972768,0.8517184518373514,0.7816109788473431,0.0055362428808976,0.0011604950596929,0.5785826776965891,0.9945751864271732,CALI
29842.0,646.906,248.9288947684486,165.041004547897,1.6877371345173835,0.8022231955291674,30450.0,200.6381338592888,0.7611073747114968,0.9867233725891468,0.8889708912171808,0.7687352088341924,0.008591659443399,0.0012127712458874,0.582385680155395,0.9958343416592816,DERMASON
24129.0,599.871,212.8174855790196,150.3620270583555,1.4770972046121824,0.734953386116864,24688.0,175.8494739340189,0.7441066186816684,0.990681868181268,0.9262629574735785,0.8260584879572563,0.008754914363878,0.0023164048641516,0.6724574023279843,0.9983900287836556,DERMASON
39369.0,722.908,230.1816290105902,196.686739348897,1.2498406678676695,0.5948989826556037,39966.0,224.781158886436,0.7533651315804034,0.9929893324583048,0.9363669489826352,0.8946491444006578,0.0064382539783357,0.0023284433992989,0.8284427182565773,0.9989234478368534,SEKER
47902.0,819.716,297.958572588981,205.9884733132944,1.545378948223529,0.7613363895662592,48243.0,246.262617482388,0.7679322307436,0.9870892280361374,0.873232325387798,0.8030396714302768,0.0068794415576945,0.0016744642829353,0.6554501891933641,0.9925387975140532,SIRA
72792.0,1030.09,397.8182659776968,224.8122337642075,1.957248840508073,0.8549244434785952,73938.0,305.6371707436966,0.6767343634363436,0.9908792450691258,0.80476675138825,0.717991467996904,0.0064143775357736,0.0009263035362054,0.5166907735895823,0.9884899241837708,HOROZ
44928.0,800.9679999999998,293.8170547671234,192.09296445204862,1.5520472538355767,0.7665568807850897,45432.0,234.7691674270815,0.766272614368061,0.9905739285870993,0.9444384800381372,0.8011387381689072,0.0067641179592894,0.0017259626133098,0.6190366524054124,0.9978588859751608,SIRA
66444.0,992.89,396.988704848983,198.69287760751766,2.03245948555969,0.879557799482864,66692.0,284.6380179134044,0.7980553825261149,0.98376023367516,0.7988806020592588,0.7016588642423763,0.0061599671748791,0.0010892968686652,0.4916894868642592,0.9945692327098804,HOROZ
60734.0,1025.0769999999998,373.1478184944285,228.284510741416,1.611351255672758,0.7975892438453661,61599.0,277.27755738015964,0.7936652533451338,0.9878366898320105,0.8142927604829256,0.7823296488671717,0.0067065227555324,0.0010179392311774,0.602909790419062,0.9928951665150164,BARBUNYA
